X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1578957,4.59606240015098,7978,"Autopista Sur con Carrera 67, sentido occ→or",Volcamiento,Bicitaxi (1) - Pasajero lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5960624,-74.1578957
-74.1482688999999,4.56966400015012,7979,"Calle 62 sur con Carrera 26, sentido n→s",Autolesionado,Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.569664,-74.1482689
-74.0453307,4.67290960015345,7980,"Carrera 9 con Calle 93, sentido s→n",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6729096,-74.0453307
-74.0875172,4.75688070015623,7981,Calle 158 con Carrera 101,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7568807,-74.0875172
-74.0999651,4.73591790015554,7982,Av Ciudad de Cali con Calle 132,Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.7359179,-74.0999651
-74.1834492,4.62439630015191,7983,Calle 55 sur con Carrera 87A,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6243963,-74.1834492
-74.1692877,4.57784750015041,7984,Transversal 73G con Calle 75 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5778475,-74.1692877
-74.0722598,4.5911915001508,7985,"Carrera 1 este con Calle 6D, sentido occ→or",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5911915,-74.0722598
-74.0425655,4.77244530015674,7986,"Autopista Norte con Calle 194, sentido n→s",Varado,,Sin lesionados,2025/05/20 00:00:00+00,4.7724453,-74.0425655
-74.1123526,4.71831970015496,7987,Carrera 104 con Calle 83,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7183197,-74.1123526
-74.0860453,4.69232290015409,7988,Calle 20 con Carrera 70A,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.6923229,-74.0860453
-74.1249349,4.68444750015384,7989,"Av El Dorado (Calle 26) con Carrera 96, sentido occ→or",Choque simple,Bus SITP (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.6844475,-74.1249349
-74.0879037999999,4.72538060015518,7990,Calle 129F con Carrera 89,Choque simple,Camión (1) - Vehículo escolar (1),Sin lesionados,2025/05/20 00:00:00+00,4.7253806,-74.0879038
-74.1355645,4.61401950015155,7991,Av Primero de Mayo con Carrera 69B,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.6140195,-74.1355645
-74.0415879,4.77939830015691,7992,"Autopista Norte con Calle 200, sentido n→s",Choque simple,,Sin lesionados,2025/05/20 00:00:00+00,4.7793983,-74.0415879
-74.0852728999999,4.58110010015051,7993,Carrera 7 con Calle 8 sur,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5811001,-74.0852729
-74.12697,4.61536430015162,7994,"Av Carrera 68 con Calle 14 sur, sentido s→n",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6153643,-74.12697
-74.0535553999999,4.71069770015469,7995,"Autopista Norte con Calle 127C, sentido n→s",Varado,Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.7106977,-74.0535554
-74.0763247,4.6088163001514,7996,Av Caracas con Calle 19,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.6088163,-74.0763247
-74.0739811999999,4.60684600015136,7997,Av Carrera 10 con Calle 19,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.606846,-74.0739812
-74.127969,4.61825440015172,7998,"Av El Dorado (Calle 26) con Carrera 68C, sentido or→occ",Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.6182544,-74.127969
-74.0791308,4.69612510015426,7999,Calle 98 bis con Carrera 71,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6961251,-74.0791308
-74.1014422,4.70341670015446,8000,"Av Calle 80 con Carrera 50, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7034167,-74.1014422
-74.109178,4.62910180015207,8001,Av Carrera 68 con Av Centenario (Calle 13),Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6291018,-74.109178
-74.1547484,4.67697010015362,8002,"Carrera 68D con Calle 15D, sentido or→occ",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6769701,-74.1547484
-74.0762867,4.58357200015058,8003,Carrera 1A con Calle 1B,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.583572,-74.0762867
-74.1471499,4.55716590014968,8004,Calle 66B sur con Carrera 18V,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.5571659,-74.1471499
-74.1505855999999,4.65203790015279,8005,Carrera 88D con Calle 10,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6520379,-74.1505856
-74.1352371,4.66681860015329,8006,Carrera 91 con Calle 20A,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1) - Automóvil particular,Sin lesionados,2025/05/20 00:00:00+00,4.6668186,-74.1352371
-74.1154911,4.50594150014806,8007,Calle 92 sur con Carrera 14A,Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.5059415,-74.1154911
-74.109178,4.62910180015207,8008,Av Centenario (Calle 13) con Carrera 87,Autolesionado,Motocicleta (1),Con lesionados,2025/05/20 00:00:00+00,4.6291018,-74.109178
-74.1001764,4.68035670015373,8009,"Av Boyacá con Av Guayacanes, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6803567,-74.1001764
-74.156691,4.68788210015394,8010,Carrera 121A con Calle 17F,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6878821,-74.156691
-74.0718952999999,4.6987551001543,8011,Carrera 70C con Calle 115A,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6987551,-74.0718953
-74.1276814,4.68081370015373,8012,Carrera 96 con Calle 24C,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6808137,-74.1276814
-74.109178,4.62910180015207,8013,"Av Centenario (Calle 13) con Av Boyacá, sentido occ→or",Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.6291018,-74.109178
-74.0720919999999,4.71098860015473,8014,Vía Lisboa con Av Calle 80,Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.7109886,-74.072092
-74.0903876,4.63433500015219,8015,"Av El Dorado (Calle 26) con Carrera 71, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.634335,-74.0903876
-74.1095281,4.689000100154,8016,Transversal 85 con Calle 65C,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6890001,-74.1095281
-74.1512868,4.6215466001518,8017,Transversal 78B con Calle 38 sur,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6215466,-74.1512868
-74.0333264,4.76016740015632,8018,Calle 183 con Carrera 11,Choque simple,Camioneta (1) - Vehículo escolar (1),Sin lesionados,2025/05/20 00:00:00+00,4.7601674,-74.0333264
-74.1395934,4.57304090015021,8019,Av Boyacá con Carrera 24,Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.5730409,-74.1395934
-74.1232276,4.71605820015486,8020,Calle 77 con Carrera 112,Choque simple,Taxi (1) - Bicitaxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.7160582,-74.1232276
-74.1257095,4.56237690014988,8021,Calle 52 sur con Carrera 12D,Choque con lesionado,Camión (1) - Taxi (1) - Conductor lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5623769,-74.1257095
-74.1105082,4.70835840015465,8022,"Autopista Medellín con km 0,5, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.7083584,-74.1105082
-74.154058,4.63204520015215,8023,"Diagonal 2 con Carrera 80, sentido or→occ",Varado,Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6320452,-74.154058
-74.0244039,4.7448836001558,8024,Carrera 8 con Calle 167D,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.7448836,-74.0244039
-74.1326802999999,4.56714320015002,8025,"Calle 55 sur con Carrera 19, sentido occ→or",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5671432,-74.1326803
-74.154058,4.63204520015215,8026,"Diagonal 2 con Carrera 80, sentido or→occ",Inundación / espejo de agua,Espejo de agua,Sin lesionados,2025/05/20 00:00:00+00,4.6320452,-74.154058
-74.1534407,4.56756420015004,8027,"Calle 68H sur con Carrera 49B, sentido or→occ",Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5675642,-74.1534407
-74.0925275,4.76082430015631,8028,Vía Bogotá - Cota con Carrera 111,Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.7608243,-74.0925275
-74.1238314,4.57549660015032,8029,Calle 44 sur con Carrera 20,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.5754966,-74.1238314
-74.1126963999999,4.6561232001529,8030,"Av Boyacá con Av La Esperanza, sentido n→s",Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6561232,-74.1126964
-74.0812187,4.68940990015401,8031,"Calle 86 con Carrera 69H, sentido occ→or",Choque simple,Taxi (1) - Vehículo escolar (1),Sin lesionados,2025/05/20 00:00:00+00,4.6894099,-74.0812187
-74.0788166999999,4.60529940015127,8032,"Av Caracas con Av Chile (Calle 72), sentido s→n",Choque simple,Bus articulado / biarticulado (1) - Maquinaria amarilla (1),Sin lesionados,2025/05/20 00:00:00+00,4.6052994,-74.0788167
-74.1459526,4.67290920015347,8033,Carrera 100 con Calle 17,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6729092,-74.1459526
-74.0756479999999,4.63377350015223,8034,"Calle 45 con Carrera 25, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6337735,-74.075648
-74.0698052,4.59295620015088,8035,"Av Circunvalar con Calle 9A, sentido s→n",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.5929562,-74.0698052
-74.1232807,4.58005040015047,8036,"Carrera 24 con Calle 41B sur, sentido s→n",Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.5800504,-74.1232807
-74.0962456,4.6857920001539,8037,"Av Boyacá con Calle 71, sentido n→s",Choque simple,Camión (2),Sin lesionados,2025/05/20 00:00:00+00,4.685792,-74.0962456
-74.0800199999999,4.6297900001521,8038,Av El Dorado (Calle 26) con Carrera 45,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.62979,-74.08002
-74.1065614999999,4.73689410015554,8039,Carrera 123 con Calle 131,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/20 00:00:00+00,4.7368941,-74.1065615
-74.1314479,4.66899930015335,8040,Carrera 89 con Calle 22B,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/20 00:00:00+00,4.6689993,-74.1314479
-74.0720919999999,4.71098860015473,8041,-,,,,2025/05/20 00:00:00+00,4.7109886,-74.072092
-74.0245783,4.7561521001562,8042,"Av Carrera 7 con Calle 180, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7561521,-74.0245783
-74.1447047999999,4.55797490014972,8043,Calle 64B sur con Carrera 1 este,Cierre evento controlado,Otro (1),Sin lesionados,2025/05/20 00:00:00+00,4.5579749,-74.1447048
-74.0981533,4.63841630015238,8044,Av La Esperanza con Carrera 51,Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6384163,-74.0981533
-74.0244039,4.7448836001558,8045,Carrera 8 con Calle 167D,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.7448836,-74.0244039
-74.1090975,4.73333900015545,8046,Carrera 122D con Calle 129B,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.733339,-74.1090975
-74.0967635,4.60745320015136,8047,Carrera 29A con Calle 22A,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.6074532,-74.0967635
-74.1133010999999,4.59600670015096,8048,Autopista Sur con Av Primero de Mayo,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.5960067,-74.1133011
-74.0544328999999,4.75614060015618,8049,Carrera 55 con Calle 174,Choque con lesionado,Automóvil particular (1) - Taxi (1) - Conductor lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7561406,-74.0544329
-74.1605876,4.64058790015245,8050,Calle 1A con Carrera 82C,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6405879,-74.1605876
-74.1008484,4.67071460015341,8051,"Av Boyacá con Av José Celestino Mutis, sentido s→n",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6707146,-74.1008484
-74.1196581999999,4.70134860015443,8052,"Carrera 101 con Calle 70, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7013486,-74.1196582
-74.0798694,4.60382570015125,8053,Av Jiménez (Calle 13) con Carrera 29,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6038257,-74.0798694
-74.1126791,4.50679840014805,8054,"Calle 84 con Carrera 11, sentido occ→or",Choque simple,Automóvil particular (3),Sin lesionados,2025/05/20 00:00:00+00,4.5067984,-74.1126791
-74.1353905,4.72177900015504,8055,Calle 77 con Carrera 127,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.721779,-74.1353905
-74.1144912999999,4.59561120015098,8056,"Transversal 35 con Calle 27A sur, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.5956112,-74.1144913
-74.0380405,4.71437550015485,8057,Calle 134 con Carrera 11B,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.7143755,-74.0380405
-74.1481649999999,4.5383589001491,8058,Transversal 18H con Calle 78C sur,Choque con objeto fijo,Bus SITP (1) - Poste (1),Sin lesionados,2025/05/20 00:00:00+00,4.5383589,-74.148165
-74.124673,4.72609050015521,8059,"Av Calle 80 con Carrera 119, sentido or→occ",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7260905,-74.124673
-74.0707983,4.6159557001516,8060,Calle 28 con Carrera 13A,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6159557,-74.0707983
-74.0450336,4.75859440015627,8061,"Autopista Norte con Calle 100, sentido n→s",Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/20 00:00:00+00,4.7585944,-74.0450336
-74.1620799999999,4.61232200015152,8062,Carrera 78B con Calle 43A sur,Choque con lesionado,Automóvil particular (1) - Motocicleta (1) - Conductor lesionado (2),Con lesionados,2025/05/20 00:00:00+00,4.612322,-74.16208
-74.0536412,4.68158350015375,8063,Diagonal 92 con Carrera 16,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6815835,-74.0536412
-74.136578,4.67197410015346,8064,"Carrera 96C con Calle 22, sentido n→s",Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6719741,-74.136578
-74.0322710999999,4.72991290015533,8065,Calle 152 con Carrera 9,Atropello,Automóvil particular (1) - Bicicleta (1),Con lesionados,2025/05/20 00:00:00+00,4.7299129,-74.0322711
-74.0539987,4.7574756001562,8066,Calle 174B con Carrera 47,Autolesionado,Bicitaxi (1) - Pasajero lesionado (2),Con lesionados,2025/05/20 00:00:00+00,4.7574756,-74.0539987
-74.0937916,4.51608420014835,8067,Calle 74C sur con Carrera 12,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5160842,-74.0937916
-74.0741366999999,4.688102000154,8068,Av Carrera 68 con Calle 98,Choque simple,Bus SITP (1) - Camioneta (1),Sin lesionados,2025/05/20 00:00:00+00,4.688102,-74.0741367
-74.0724622,4.66916250015334,8069,"NQS con Calle 74, sentido n→s",Choque simple,,Sin lesionados,2025/05/20 00:00:00+00,4.6691625,-74.0724622
-74.0367887,4.72172880015507,8070,Carrera 12 con Calle 142,Choque simple,Camioneta (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.7217288,-74.0367887
-74.1732756,4.63994320015242,8071,Calle 42A sur con Carrera 91,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6399432,-74.1732756
-74.1615088,4.64438410015253,8072,Av Guayacanes con Carrera 71,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6443841,-74.1615088
-74.1426939,4.5690808001501,8073,Calle 59 sur con Carrera 22,Fatalidad sin siniestro (901 / 953),Automóvil particular (1) - Conductor fallecido (1),Fatalidad sin siniestro (901 / 953),2025/05/20 00:00:00+00,4.5690808,-74.1426939
-74.0720919999999,4.71098860015473,8074,Calle 25 con Carrera 32,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7109886,-74.072092
-74.0487712999999,4.70658620015458,8075,Av El Dorado (Calle 26) con Carrera 19,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.7065862,-74.0487713
-74.0606921,4.66485690015325,8076,Av Caracas con Calle 77,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/20 00:00:00+00,4.6648569,-74.0606921
-74.0878288,4.6947594001542,8077,Av Calle 80 con NQS,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6947594,-74.0878288
-74.0682333,4.68988010015401,8078,Calle 100 con Carrera 64,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6898801,-74.0682333
-74.1029498999999,4.65219300015282,8079,Av El Dorado (Calle 26) con Av Carrera 7,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.652193,-74.1029499
-74.0450891,4.74387650015579,8080,"Carrera 21 con Calle 163A, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7438765,-74.0450891
